ID;Text;Question;Answer
398;En 2015 hemos limitado la caída de las ventas (-0,9%) como consecuencia de una ligera recuperación de la situación general económica y también del sector de la construcción.;¿Por qué motivo en 2015 han limitado la caída de las ventas (-0,9%)?;una ligera recuperación de la situación general económica y también del sector de la construcción
4184;Asimismo se plasman los componentes del SIGR y la estructura organizativa que lo gobierna, ya que el SIGR no es una función o departamento, es la cultura, capacidades y mecanismos de gestión de riesgos y creación de valor integrados en la visión del Grupo. Adicionalmente, se establece, en línea con las directrices del Consejo de Administración, el apetito y tolerancia al riesgo, basado en asumir un nivel prudente de riesgo que permita la generación de valor de una manera sostenible, proteger los intereses de nuestros accionistas y grupos de interés y, en última instancia, la consecución de los objetivos estratégicos.;¿Por qué motivo se plasmaron los componentes del SIGR y la estructura organizativa que lo gobierna?;el SIGR no es una función o departamento, es la cultura, capacidades y mecanismos de gestión de riesgos y creación de valor integrados en la visión del Grupo
3463;El mercado de automoción está evolucionando para cumplir con los crecientes requisitos ambientales y legislativos. Las mega-tendencias en electrificación han introducido un cambio en la ecuación de valores que como resultado han llevado a Gestamp Chassis a trabajar en el proceso de desarrollo de estructuras de chasis en aluminio, ofreciendo a las nuevas plataformas de vehículos eléctricos soluciones que van desde el concepto inicial hasta la producción a gran escala.;¿Qué efecto ha producido que las mega-tendencias en electrificación hayan introducido un cambio en la ecuación de valores? ;a Gestamp Chassis a trabajar en el proceso de desarrollo de estructuras de chasis en aluminio, ofreciendo a las nuevas plataformas de vehículos eléctricos soluciones que van desde el concepto inicial hasta la producción a gran escala
2969;Sin embargo, para el mes de enero y principios de febrero, esperamos una demanda relativamente débil en Sao Paulo y Brasilia debido a las vacaciones corporativas y la festividad de Carnaval.;¿Qué consecuencias tendrrán las vacaciones corporativas y la festividad de Carnaval?;para el mes de enero y principios de febrero, esperamos una demanda relativamente débil en Sao Paulo y Brasilia
3077;A pesar de que los tipos de cambio se han situado significativamente por debajo de los previstos en la guía inicial, los resultados alcanzados por el Grupo Viscofan se sitúan en línea con los objetivos marcados al inicio del año en términos de ingresos y EBITDA, mientras que el resultado neto se ha situado ligeramente por debajo debido a las diferencias negativas de cambio.;¿En qué han afectado las diferencias negativas de cambio?;los resultados alcanzados por el Grupo Viscofan se sitúan en línea con los objetivos marcados al inicio del año en términos de ingresos y EBITDA, mientras que el resultado neto se ha situado ligeramente por debajo
2829;Japón ha demostrado ser exitoso, por lo que pretendemos reforzar el modelo y expandirlo a otros mercados relevantes.;Japón ha demostrado ser exitoso, ¿qué supone para la empresa?;pretendemos reforzar el modelo y expandirlo a otros mercados relevantes
4591;"Metalcastello, en Italia, ha mostrado una mayor rentabilidad gracias a una mejora en los márgenes de venta tras un análisis transversal de clientes, productos y procesos y, también, a la reestructuración de la compañía iniciada en 2014 y que tuvo pleno efecto en 2015. Todo ello se tradujo en un incremento importante del EBITDA. El mantenimiento de esta rentabilidad pasa por el afianzamiento de los clientes actuales, que ya han hecho pedidos que tendrán repercusión durante los próximos cinco años; la búsqueda de nuevos clientes en los segmentos de mercado en los que ya está presente (agricultura, maquinaria de movimiento de tierras y defensa), y la entrada en nuevos segmentos, como el ferroviario, el marítimo y el sector de automoción.";¿A qué se debe que Metalcastello, en Italia, haya mostrado una mayor rentabilidad?;una mejora en los márgenes de venta tras un análisis transversal de clientes, productos y procesos y, también, a la reestructuración de la compañía iniciada en 2014 y que tuvo pleno efecto en 2015 un incremento importante del EBITDA
211;Dicho ambicioso Plan de Inversiones fue posible gracias a los beneficios generados por la buena operación del Grupo en un contexto complejo en el mercado mundial del acero inoxidable.;¿A qué le debemos que haya sido posible el ambicioso Plan de Inversiones?;los beneficios generados por la buena operación del Grupo en un contexto complejo en el mercado mundial del acero inoxidable
273;La Compañía está convencida del valor de fomentar una relación cercana, accesible y sólida con sus partners, por lo que se esfuerza en optimizar los recursos e implantar herramientas que faciliten una comunicación bilateral, transparente y eficaz.;¿Qué implicaciones tiene el hecho de que la Compañía esté convencida del valor de fomentar una relación cercana, accesible y sólida con sus partners?;se esfuerza en optimizar los recursos e implantar herramientas que faciliten una comunicación bilateral, transparente y eficaz
653;Como consecuencia de este esfuerzo, el número de captaciones ha aumentado un 31%, hasta las 5.239, y el patrimonio bajo gestión ha alcanzado los 23.094 millones de euros, tras crecer un 26% en el ejercicio.;¿Cuál ha sido la consecuencia de este esfuerzo?;el número de captaciones ha aumentado un 31%, hasta las 5.239, y el patrimonio bajo gestión ha alcanzado los 23.094 millones de euros, tras crecer un 26% en el ejercicio
1493;Clientes Progreso es innovación para todos Roselly Kimura, IT, Santander Brasil Estamos transformando nuestro modelo comercial porque sabemos que nuestros clientes nos exigen mayor disponibilidad y cercanía a través de los canales digitales, reforzando al mismo tiempo la atención y el trato personal que siempre ha caracterizado a Santander.;¿Qué razón les lleva a transformar su modelo comercial?;sabemos que nuestros clientes nos exigen mayor disponibilidad y cercanía a través de los canales digitales, refzando al mismo la el
1003;Debido a los cambios en el entorno macroeconómico, se ha actualizado la estrategia 2017-2019, teniendo en cuenta tanto los retos actuales y previstos que puedan surgir en el entorno externo, como los objetivos de desarrollo del Grupo y otros factores relevantes.;¿Qué efecto han producido los cambios en el entorno macroeconómico?;se ha actualizado la estrategia 2017-2019, teniendo en cuenta tanto los retos actuales y previstos que puedan surgir en el entorno externo, como los objetivos de desarrollo del Grupo y otros factores relevantes
1535;La base imponible del ejercicio puede diferir del resultado del ejercicio presentado en la cuenta de pérdidas y ganancias consolidada, ya que excluye las partidas de ingresos o gastos que son gravables o deducibles en otros ejercicios y las partidas que nunca lo son.;La base imponible del ejercicio puede diferir del resultado del ejercicio presentado en la cuenta de pérdidas y ganancias consolidada ¿por qué?;que excluye las partidas de ingresos o gastos que son gravables o deducibles en otros ejercicios y las partidas que nunca lo son
4526;De cara a los primeros meses del año, dado el alto número de hoteles que permanecerán cerrados hasta que la temporada de verano comience de nuevo, el comportamiento de la división estará ligado a las perspectivas de nuestros hoteles situados en las Islas Canarias, para los que esperamos mejorar los resultados del año pasado a pesar del incremento de la demanda en Egipto, principalmente por parte de turistas alemanes, y del menor número de asientos aéreos disponibles como resultado de las bancarrotas de Air Berlín y Monarch.;¿Qué supone el alto número de hoteles que permanecerán cerrados hasta que la temporada de verano comience de nuevo?;el comportamiento de la división estará ligado a las perspectivas de nuestros hoteles situados en las Islas Canarias menor las bancarrotas de Air Berlín y Monarch
100000763;IAG combina aerolíneas líderes del Reino Unido, España e Irlanda, lo cual les permite reforzar su presencia en el mercado de la aviación manteniendo sus marcas y operaciones.;¿Qué implicaciones tiene para IAG combinar aerolíneas líderes del Reino Unido, España e Irlanda?;les permite reforzar su presencia en el mercado de la aviación manteniendo sus marcas y operaciones
1389;Dentro de la rúbrica otros activos financieros transferidos dados íntegramente de baja del balance, se incluyeron principalmente los activos transferidos a SAREB por parte de Banco Gallego ya que continúan siendo administrados por la entidad. El importe de estos activos asciende a 698.084 miles de euros.;¿Qué consecuencia ha tenido que continúen siendo administrados por la entidad?;transferidos a SAREB por parte de Banco Gallego
2034;Gracias a este incremento de capital y a la refinanciación de la deuda, Applus+ cuenta con un perfil financiero mucho más sólido que nos deja bien posicionados para aportar valor a nuestros accionistas en los próximos años.;¿Qué resultado ha producido este incremento de capital y  la refinanciación de la deuda?, ;Applus+ cuenta con un perfil financiero mucho más sólido que nos deja bien posicionados para aportar valor a nuestros accionistas en los próximos años
1312;Asimismo, y como consecuencia de esa política de omnicanalidad por la que apuesta la Compañía, durante este año se ha puesto en marcha el canal de venta online. Los clientes registrados pueden desde este año recibir su pedido en cualquier parte de España, con la excepción de las Islas Canarias.;¿Cuál ha sido  el resultado de esa política de omnicanalidad por la que apuesta la Compañía?;durante este año se ha puesto en marcha el canal de venta online
1907;Englobando este marco encontramos nuestro Código Ético. Este documento disponible internamente constituye la norma de conducta aceptada para todos los empleados, independientemente de su posición en la cadena de valor de la empresa. Contiene todas las reglas y los procedimientos de conducta que los empleados de Almirall deben adoptar como parte integrante de sus actividades diarias y ha sido diseñado para garantizar un comportamiento intachable en sus relaciones con todos nuestros interlocutores. El cumplimiento del Código es obligatorio, por lo que se organizan sesiones de formación dirigidas a garantizar que los empleados lo comprendan y sepan cómo incorporarlo en sus actividades.;¿Qué repercusión tiene que el cumplimiento del Código sea obligatorio?;se organizan sesiones de formación dirigidas a garantizar que los empleados lo comprendan y sepan cómo incorporarlo en sus actividades
2848;BBVA en México conserva un mix rentable de financiación, ya que las partidas de bajo coste siguen representando más del 81% del total de los depósitos de clientes en gestión.;BBVA en México conserva un mix rentable de financiación, ¿por qué?;las partidas de bajo coste siguen representando más del 81% del total de los depósitos de clientes en gestión
3318;Como consecuencia de los acuerdos de Bancaseguros heredados de las entidades bancarias absorbidas, el Banco ha continuado en 2014 el proceso de reordenación de los mismos.;¿Qué repercusión han tenido los acuerdos de Bancaseguros heredados de las entidades bancarias absorbidas?;el Banco ha continuado en 2014 el proceso de reordenación de los mismos
4384;En este contexto, GRIDSOL representa un gran impulso para integrar fuentes de energía renovables gracias a la generación flexible. Demostrando la adecuación de los Smart Renewable Hubs para redes continentales e insulares con el fin de lograr un sistema de energía más seguro y limpio.;¿Qué supone la generación flexible?;GRIDSOL representa un gran impulso para integrar fuentes de energía renovables
328;El programa cuenta con una sólida metodología y se desarrolla en varias fases sucesivas: Al inicio del ejercicio, cada gestor de personas define y comunica los objetivos de desempeño anuales a cada uno de sus colaboradores. Si bien el banco tiene una cultura de feedback continuo, a mitad de año se mantiene una reunión de seguimiento semestral, cuyo objetivo es revisar la evolución de los objetivos, proporcionar feedback, y apoyo en el plan de desarrollo individual. Gracias al esfuerzo conjunto de empresas y trabajadores, Bankinter disfruta de un buen clima laboral, como queda de manifiesto en las correspondientes encuestas que regularmente se llevan a cabo para monitorizarlo.;¿Qué ha supuesto el esfuerzo conjunto de empresas y trabajadores?;Bankinter disfruta de un buen clima laboral, correspondiente encu regularmente llevan para monitorizarlo
3806;Desde la segunda mitad de febrero el tono de los mercados financieros se volvió más positivo, reduciéndose la volatilidad, a raíz de los indicios de estabilización en la economía china, cierta recuperación del precio de petróleo y la mejora económica en EE.UU.;¿Qué factores provocaron que desde la segunda mitad de febrero el tono de los mercados financieros se volviera más positivo y se redujera la volatilidad?;los indicios de estabilización en la economía china, cierta recuperación del precio de petróleo y la mejora económica en EE.UU
2788;Este criterio consiste en no proponer a la Junta General de Accionistas la reelección de ningún consejero independiente que haya desempeñado el cargo durante tres mandatos estatutarios (de tres años cada uno de ellos), por lo que sólo se podría proponer la reelección de un consejero independiente en dos ocasiones.;¿Qué efecto tiene el no proponer a la Junta General de Accionistas la reelección de ningún consejero independiente que haya desempeñado el cargo durante tres mandatos?;el cargo tres mandatos estatutarios (de tres años cada uno de ellos)
2064;Las condiciones comerciales siguieron siendo difíciles en algunas regiones, aunque se beneficiaron de la fortaleza mostrada por el negocio en Asia-Pacífico tras los débiles resultados del mismo periodo del año pasado. El yield recibió un impulso en el último tramo del año, ya que la demanda en los mercados clave de IAG Cargo fue superior a la oferta. Las prioridades estratégicas siguieron siendo los productos premium, las inversiones para el crecimiento y la modernización del negocio.;El yield recibió un impulso en el último tramo del año, ¿a qué se debió?;la demanda en los mercados clave de IAG Cargo fue superior a la oferta
2576;Pero además de cuantitativamente, el equipo ha mejorado a nivel cualitativo gracias a un ambicioso plan de formación que incluye rotaciones internas para mejorar los conocimientos de los empleados del área.;¿A qué se debe que el equipo haya mejorado a nivel cualitativo?;un ambicioso plan de formación que incluye rotaciones internas para mejorar los conocimientos de los empleados del área
4187;Por otra parte, gracias a la campaña numerosas empresas y entidades privadas se han unido a la iniciativa instalando desfibriladores en sus centros.;¿Qué impacto ha tenido la campaña?;numerosas empresas y entidades privadas se han unido a la iniciativa instalando desfibriladores en sus centros
4088;En este nuevo marco competitivo, nuestro punto de partida es muy bueno porque aunque somos una empresa global, en nuestra filosofía empresarial siempre a prevalecido lo local por encima de lo multinacional.;¿Cuál es el motivo de que sea muy bueno su punto de partida en el nuevo marco competitivo?;aunque somos una empresa global, en nuestra filosofía empresarial siempre a prevalecido lo local por encima de lo multinacional
4569;El ejercicio ha sido muy favorable en términos de calidad crediticia, ya que los principales indicadores han mejorado.;¿Por qué han mejorado los principales indicadores?;El ejercicio ha sido muy favorable en términos de calidad crediticia
1153;Gracias al compromiso del equipo directivo y a la labor conjunta de las divisiones operativas y de la red corporativa, al cierre del ejercicio 2014, CIE Automotive estaba totalmente alineado con el Plan Estratégico.;¿A qué se ha debido que al cierre del ejercicio 2014 CIE Automotive estuviese totalmente alineado con el Plan Estratégico?;compromiso del equipo directivo y a la labor conjunta de las divisiones operativas y de la red corporativa
2723;En particular, México será un país cuyo sector energético sufrirá grandes trasformaciones e inversiones en el futuro próximo como resultado de la Reforma Energética emprendida en 2013.;¿Qué consecuencia tendrá para México la Reforma Energética emprendida en 2013?;México será un país cuyo sector energético sufrirá grandes trasformaciones e inversiones en el futuro próximo
1258;Es una herramienta que nos demandan cada vez más, ya que supone un gran ahorro en tiempo de gestión, además de evitar el consumo de papel.;¿Por qué es una herramienta que les demandan cada vez más?;supone un gran ahorro en tiempo de gestión, además de evitar el consumo de papel
2738;Sumamos 2,7 millones de clientes digitales y superamos los 950.000 clientes a través de móvil, que crecen un 45% gracias al desarrollo de nuevas apps y al impulso de pagos por teléfono.  Lanzamiento en exclusiva de Apple Pay en España, como ejemplo de la fuerte apuesta del banco por el liderazgo digital y la innovación.  Hemos recibido el galardón Mejor CRC Oro Excelencia en Atención al Cliente, el más prestigioso de la industria de los contact centre.  Inicio del patrocinio de LaLiga Santander, un acuerdo estratégico que permite mejorar nuestra imagen de marca e incrementar la cercanía a nuestros clientes.;¿Qué ha facilitado el desarrollo de nuevas apps y el impulso de pagos por teléfono?;Sumamos 2,7 millones de clientes digitales y superamos los 950.000 clientes a través de móvil, que crecen un 45%
877;Como resultado de esta mayor conectividad y el fortalecimiento de las relaciones bilaterales, el número de llegadas estadounidenses a Cuba en 2016 superó los 284.000 visitantes (+176% de crecimiento frente a 2015), mientras que el país alcanzó el objetivo esperado de 4 millones de llegadas.;¿Qué consecuencias ha tenido la mayor conectividad y el fortalecimiento de las relaciones bilaterales?;el número de llegadas estadounidenses a Cuba en 2016 superó los 284.000 visitantes (+176% de crecimiento frente a 2015), mientras que el país alcanzó el objetivo esperado de 4 millones de llegadas
1599;Por lo que al resultado después de impuestos se refiere, el año 2014 se cerró con una cifra de 62,1 millones de euros, inferior al valor del ejercicio precedente como consecuencia de la presión competitiva existente en el sector y a la que no somos ajenos.;¿Qué supuso la presión competitiva existente en el sector?;el año 2014 se cerró con una cifra de 62,1 millones de euros, inferior al valor del ejercicio precedente la que no somos ajenos
850;En 2015 la economía mundial ha moderado su crecimiento debido a que la gradual revitalización de las economías avanzadas —más intensa en EE.UU.y Reino Unido pero también en la eurozona— se ha visto más que compensada por la desaceleración de los emergentes.;¿Cuál es la razón de que en 2015 la economía mundial haya moderado su crecimiento?;que la gradual revitalización de las economías avanzadas [UNK]más intensa en EE.UU.y Reino Unido pero también en la eurozona la desaceleración de los emergentes
1739;El año 2016 ha sido un año rico en iniciativas y novedades. Por ello les invito a que se adentren en esta Memoria Anual que es testimonio del buen trabajo de la compañía.;¿Por qué se hace una invitación a que lean la Memoria Anual?;El año 2016 ha sido un año rico en iniciativas y novedades del buen trabajo de la compañía
3859;Con sensibilidad hacia las necesidades locales y compartiendo un mismo enfoque, los programas se implementan progresivamente en las diferentes geografías atendiendo a los criterios de sostenibilidad y réplica de buenas prácticas. Gracias al trabajo en equipo y al respaldo de toda la estructura organizativa de Prosegur, la institución ha llegado a beneficiar en esta década de acción social a más de 200.000 personas –de manera directa e indirecta– a través de los 36 proyectos desarrollados en 10 países de tres continentes.;¿Qué efecto tiene el trabajo en equipo y el respaldo de toda la estructura organizativa de Prosegur?;la institución ha llegado a beneficiar en esta década de acción social a más de 200.000 personas [UNK]de manera directa e indirecta[UNK] a través de los 36 proyectos desarrollados en 10 países de tres continentes.
1761;La entidad es consciente de que la mejor prevención es la información y sensibilización de sus profesionales, por lo que concede una especial importancia a la formación, que se gestiona a través de los planes anuales de la entidad.;¿Por qué la empresa concede una especial importancia a la formación?;La entidad es consciente de que la mejor prevención es la información y sensibilización de sus profesionales
303;A esta rentabilidad bursátil positiva hay que sumar una rentabilidad por dividendo del 4,59% proporcionada por los 0,76 euros por acción cobrados como dividendo ordinario con cargo a los resultados de 2014 en dos pagos iguales en enero y julio, con lo que la rentabilidad total para el accionista ascendió en 2015 a un 16,53%.;¿A qué se debe que la rentabilidad total para el accionista ascendió a un 16,53%?;A esta rentabilidad bursátil positiva hay que sumar una rentabilidad por dividendo del 4,59% proporcionada por los 0,76 euros por acción cobrados como dividendo ordinario con cargo a los resultados de 2014 en dos pagos iguales en enero y julio
3518;Como resultado de la difusión mediática, el 27 de mayo el Congreso de los Diputados aprobó por unanimidad una propuesta para la inclusión de esta materia en los currículos escolares.;¿Qué resultado produjo la difusión mediática?;el 27 de mayo el Congreso de los Diputados aprobó por unanimidad una propuesta para la inclusión de esta materia en los currículos escolares
3752;Como consecuencia, en el conjunto del año se ha alcanzado un crecimiento del 1,7% en precio medio y del 3,6% en RevPAR, todo ello fruto de la favorable evolución que viene mostrando la actividad hotelera a lo largo de todo el año y del efecto de las iniciativas llevadas a cabo por la Compañía en el marco de su Plan Estratégico.;¿Qué factor ha hecho que en el conjunto del año se haya conseguido un crecimiento del 1,7% en el precio medio y del 3,6% en RevPAR?;la favorable evolución que viene mostrando la actividad hotelera a lo largo de todo el año y del efecto de las iniciativas llevadas a cabo por la Compañía en el marco de su Plan Estratégico
4458;En el ejercicio 2017 hemos crecido en ingresos en línea con la guía facilitada al mercado, situándonos en un nuevo máximo histórico, aunque las divisas han estado peor de lo esperado en nuestros presupuestos. También hemos cumplido con las expectativas de crecimiento en resultado operativo y EBITDA, si bien este crecimiento no se ha trasladado al beneficio neto, que desciende frente al año anterior debido a las diferencias de cambio.;¿Qué han supuesto las diferencias de cambio?;IT este crecimiento no se ha trasladado al beneficio neto, que desciende frente al año anterior
1723;Para ello, el trabajo en equipo es clave, ya que nos permite dar reacciones rápidas y globales ante cualquier planteamiento por parte de los clientes.;¿Por qué es clave el trabajo en equipo?;nos permite dar reacciones rápidas y globales ante cualquier planteamiento por parte de los clientes
3389;La localización de los proveedores próxima a las factorías del grupo es parte fundamental de la estrategia de compras porque ayuda tanto a la creación de riqueza en estas regiones geográficas, como a la reducción del gasto en costes logísticos y arancelarios y a la disminución del riesgo del tipo de cambio.;¿Por qué motivo la localización de los proveedores próxima a las factorías del grupo resulta parte fundamental de la estrategia de compras?;tanto a la creación de riqueza en estas regiones geográficas, como a la reducción del gasto en costes logísticos y arancelarios y a la disminución del riesgo del tipo de cambio
3143;Como en el año anterior, la oferta de programación en directo ha sido la apuesta más importante, ya que, a excepción de los eventos deportivos, se ha subtitulado casi el 100 % de las emisiones en directo.;¿Por qué la oferta de programación en directo ha sido la apuesta más importante?;que, a excepción de los eventos deportivos, se ha subtitulado casi el 100 % de las emisiones en directo
759;A su notable distribución en países como México, Argentina y Colombia, el canal ha sumado nuevos abonados en EEUU gracias a los acuerdos alcanzados con los medios Altice, Sling y Cox.;¿Qué han desencadenado los acuerdos alcanzados con los medios Altice, Sling y Cox?;el canal ha sumado nuevos abonados en EEUU
1076;Respecto al negocio fijo: Los accesos del negocio tradicional (1,5 millones) aumentan un 1% respecto a 2013 y registran una ganancia neta anual de 14 mil accesos gracias a la paquetización de servicios que permite mantener el churn estable interanualmente en ambos periodos.;¿A qué se debe que los accesos del negocio tradicional aumenten y se registre una ganancia neta anual?;la paquetización de servicios que permite mantener el churn estable interanualmente en ambos periodos
2591;Estructura de propiedad del capital social Las acciones de Inditex están representadas mediante anotaciones en cuenta, sin que la Sociedad lleve un registro de accionistas, por lo que no se conoce en su totalidad la relación de titulares de las acciones.;¿Por qué no se conoce en su totalidad la relación de titulares de las acciones?;Las acciones de Inditex están representadas mediante anotaciones en cuenta, sin que la Sociedad lleve un registro de accionistas
3218;El análisis de escenarios es una herramienta muy útil para la gestión a todos los niveles ya que permite evaluar la resistencia del Banco ante entornos o escenarios estresados, así como poner en marcha conjuntos de medidas que disminuyan el perfil de riesgo del banco ante dichos escenarios.;¿Qué razones se ofrecen para afirmar que el análisis de escenarios es una herramienta muy útil para la gestión a todos los niveles? ;permite evaluar la resistencia del Banco ante entornos o escenarios estresados, así como poner en marcha conjuntos de medidas que disminuyan el perfil de riesgo del banco ante dichos escenarios
1561;Y vamos por muy buen camino, pues, al cierre del ejercicio pasado, la intensidad de emisiones ya ha disminuido un 25 % con respecto a la de 2007, con un 63 % de nuestra actual potencia instalada libre de emisiones.;¿Qué les hace afirmar que van por muy buen camino?;al cierre del ejercicio pasado, la intensidad de emisiones ya ha disminuido un 25 % con respecto a la de 2007, con un 63 % de nuestra actual potencia instalada libre de emisiones
10000027;LA DEMANDA IMPULSA LAS OPERACIONES;¿Qué efecto produce la demanda?;
2002;Sin embargo, en determinados países, con motivo de la legislación o norma vigente o de la práctica laboral local, el Grupo asume determinados compromisos relacionados con el pago de determinados importes en concepto de accidentes, enfermedad O jubilación, entre otros, en ocasiones sufragados parcialmente por el trabajador y cuyo riesgo se encuentra parcial o totalmente exteriorizado mediante la suscripción de las correspondientes pólizas de seguro.;¿Qué implicaciones tiene para el Grupo la legislación o norma vigente o de la práctica laboral local?;el Grupo asume determinados compromisos relacionados con el pago de determinados importes en concepto de accidentes, enfermedad O jubilación, entre otros, en ocasiones sufragados parcialmente por el trabajador
318;Como resultado de este esfuerzo, 2016 ha sido el año récord en lo que se refiere a las ventas de hipotecas, que crecen el 30% interanual.;¿Qué efecto ha producido este esfuerzo?;2016 ha sido el año récord en lo que se refiere a las ventas de hipotecas, que crecen el 30% interanual
2986;El modelo de capital económico de Santander incluye en su medición todos los riesgos significativos en los que incurre Grupo Santander en su operativa, por lo que considera riesgos como concentración, interés estructural, negocio, pensiones y otros que están fuera del ámbito del denominado Pilar I regulatorio.;¿Qué implica el hecho de que el modelo de capital económico de Santander incluya en su medición todos los riesgos significativos en los que incurre Grupo Santander en su operativa?;considera riesgos como concentración, interés estructural, negocio, pensiones y otros que están fuera del ámbito del denominado Pilar I regulatorio
699;Se trata de una circunstancia excepcional, ya que ninguna otra entidad del sector bancario español aumentó plantilla de forma consistente durante el ejercicio.;¿Por qué se trata de una circunstancia excepcional?;ninguna otra entidad del sector bancario español aumentó plantilla de forma consistente durante el ejercicio
4097;Telefónica España gestiona 41,2 millones de accesos, un 1% menos que a cierre de 2013 debido a la desactivación de 569 mil líneas M2M inactivas de contrato móvil en el primer trimestre del año.;¿A qué se atribuye que Telefónica España gestione 41,2 millones de accesos, un 1% menos que al cierre de 2013?;la desactivación de 569 mil líneas M2M inactivas de contrato móvil en el primer trimestre del año
